Beds,Bath,Sqft,Price,Address,Province,Region
3.0,2.0,1184.0,219900.0,1349 Arbuckle Road ,NS,Atlantic region
4.0,2.0,2040.0,315000.0,646 HIGHWAY 1 ,NS,Atlantic region
2.0,1.0,884.0,209900.0,409 West Tatamagouche Road ,NS,Atlantic region
3.0,2.0,1320.0,299500.0,10089 Cabot Trail ,NS,Atlantic region
4.0,4.0,2977.0,795000.0,20 Royalfern Way ,NS,Atlantic region
2.0,1.0,600.0,94500.0,2672 Westville Road ,NS,Atlantic region
3.0,1.0,999.0,244900.0,354 Highway 8013,NS,Atlantic region
3.0,3.0,2916.0,1250000.0,5359 Highway 2 ,NS,Atlantic region
1.0,1.0,991.0,149000.0,77 Mount Street ,NS,Atlantic region
3.0,3.0,2411.0,639900.0,378 Moirs Mill Road ,NS,Atlantic region
4.0,5.0,3107.0,849900.0,TA67 145 Talus Avenue ,NS,Atlantic region
2.0,1.0,759.0,132000.0,1009 Chapel Road ,NS,Atlantic region
3.0,3.0,2951.0,445500.0,140 QUEEN Street ,NS,Atlantic region
3.0,3.0,2800.0,425000.0,1269 South Rawdon Road ,NS,Atlantic region
3.0,2.0,1746.0,264900.0,362 Carleton Road ,NS,Atlantic region
4.0,2.0,2510.0,375000.0,1 Angie Walk ,NS,Atlantic region
2.0,1.0,893.0,189900.0,14 Middle Street ,NS,Atlantic region
3.0,2.0,2213.0,399900.0,6 Julies Walk ,NS,Atlantic region
