Beds,Bath,Sqft,Lot_Size,Type,Price,Address,Province,Region
4.0,1.0,1593072.0,2.88,Single,199900 CAD,580061 RANGE ROAD 162 NW NW ,AB,Prairie Provinces
2.0,1.0,1112.0,>0.2,Residential,179900 CAD,505 4 Street E ,AB,Prairie Provinces
1.0,1.0,573.0,0.08,Residential,58200 CAD,226 3rd Street W ,AB,Prairie Provinces
6.0,2.0,2101.0,.139,Single,179900 CAD,10021 106 Avenue ,AB,Prairie Provinces
3.0,1.0,761984.0,.167,Single,119000 CAD,107 ST 9720,AB,Prairie Provinces
4.0,2.0,1216.0,0.14,Residential,135900 CAD,216 6 Avenue ,AB,Prairie Provinces
2.0,1.0,64415.0,0.17,Residential,104900 CAD,5815 50A ave ,AB,Prairie Provinces
3.0,2.0,1155.0,.138,Single,174900 CAD,10408 105 Street ,AB,Prairie Provinces
3.0,2.0,815911.0,.217,Single,129900 CAD,43 AV 5105,AB,Prairie Provinces
2.0,1.0,796.0,,Single,89900 CAD,"63, 2460 Southview Drive SE 63",AB,Prairie Provinces
3.0,1.0,1089963.0,.161,Single,169000 CAD,47 ST 4712,AB,Prairie Provinces
4.0,1.0,946.0,4.16,Residential,164900 CAD,51 Garrison Avenue ,AB,Prairie Provinces
2.0,2.0,1360.0,,Residential,179900 CAD,114 Alberta Avenue ,AB,Prairie Provinces
3.0,2.0,1520.0,,Single,168500 CAD,3006 33 Avenue S ,AB,Prairie Provinces
3.0,2.0,872099.0,,Single,199900 CAD,50 ST 4234,AB,Prairie Provinces
2.0,1.0,748959.0,.091,Single,178000 CAD,12012 76 ST NW ,AB,Prairie Provinces
3.0,1.0,1043.0,.193,Single,195000 CAD,10305 98 Avenue ,AB,Prairie Provinces
2.0,2.0,97308.0,,Single,50000 CAD,"#93, 6742 17 Avenue SE 93",AB,Prairie Provinces
3.0,2.0,1186839.0,,Single,109900 CAD,2960 Lakewood DR NW ,AB,Prairie Provinces
3.0,2.0,1088.0,,Other,79900 CAD,2316 DANIELLE Drive ,AB,Prairie Provinces
1.0,1.0,648962.0,.115,Single,168000 CAD,12112 85 ST NW ,AB,Prairie Provinces
3.0,2.0,1787147.0,,Single,199500 CAD,103 Evergreen Cres. ,AB,Prairie Provinces
3.0,1.0,1065.0,,Single,79900 CAD,80 Burroughs Place NE ,AB,Prairie Provinces
3.0,2.0,114396.0,,Single,99900 CAD,1101 84 Street NE ,AB,Prairie Provinces
5.0,3.0,1232.0,.142,Single,107900 CAD,19 Hollinger Drive ,AB,Prairie Provinces
2.0,1.0,728.0,,Single,32500 CAD,"76, 8060 100 Street 76",AB,Prairie Provinces
3.0,2.0,1117303.0,,Single,189000 CAD,13211 85 Street NW ,AB,Prairie Provinces
2.0,1.0,1137.0,,Single,43500 CAD,"28, 810 56 Street 28",AB,Prairie Provinces
2.0,1.0,117855.0,.186,Single,79900 CAD,54 ST 4835,AB,Prairie Provinces
2.0,1.0,767043.0,,Single,175000 CAD,49 AV 5321,AB,Prairie Provinces
3.0,2.0,1344.0,,Single,45000 CAD,"108, 6026 13  Avenue 108",AB,Prairie Provinces
5.0,2.0,1474668.0,,Single,189900 CAD,54 AV 4828,AB,Prairie Provinces
4.0,1.0,743792.0,.124,Single,184900 CAD,12024 57 ST NW ,AB,Prairie Provinces
5.0,2.0,960.0,.126,Single,164900 CAD,324 6 Avenue E ,AB,Prairie Provinces
4.0,2.0,1071.0,.149,Single,182500 CAD,629 52 Avenue W ,AB,Prairie Provinces
4.0,2.0,2243.0,.467,Single,189000 CAD,78 Marten Drive ,AB,Prairie Provinces
5.0,2.0,1091.0,>0.2,Residential,184900 CAD,5016 48 Street ,AB,Prairie Provinces
3.0,2.0,1520.0,,Single,124900 CAD,"52, 1712 23 Street 52",AB,Prairie Provinces
3.0,2.0,822.0,0.15,Residential,179900 CAD,138 12 Street SE ,AB,Prairie Provinces
2.0,1.0,1213.0,0.09,Residential,119900 CAD,473 8 Street SE ,AB,Prairie Provinces
3.0,1.0,720.0,0.14,Residential,139900 CAD,1511 13 Street N ,AB,Prairie Provinces
3.0,2.0,1416.0,,Other,78900 CAD,4802 54 Avenue 59,AB,Prairie Provinces
2.0,1.0,720.0,0.07,Residential,125000 CAD,4716 54 Street ,AB,Prairie Provinces
2.0,1.0,1040.0,0.17,Residential,179000 CAD,4 Mclean Crescent W ,AB,Prairie Provinces
2.0,1.0,8838.0,.208,Single,179000 CAD,128 Dufferin Street ,AB,Prairie Provinces
3.0,2.0,1200.0,0.14,Residential,160000 CAD,107 Eastbrook Way E ,AB,Prairie Provinces
4.0,2.0,1456046.0,,Single,174900 CAD,47 St 5329,AB,Prairie Provinces
2.0,1.0,870.0,0.09,Residential,99900 CAD,225 1 Avenue SE ,AB,Prairie Provinces
3.0,1.0,1038.0,.161,Single,84900 CAD,801 9TH AVENUE ,AB,Prairie Provinces
3.0,1.0,1368.0,0.17,Residential,185000 CAD,4809 52 Street ,AB,Prairie Provinces
5.0,1.0,1200.0,,Other,55000 CAD,58 Manor Park Crescent ,AB,Prairie Provinces
3.0,2.0,1216.0,,Single,59900 CAD,301 Stanley Avenue ,AB,Prairie Provinces
2.0,2.0,1101911.0,.174,Single,194900 CAD,52 ST 4009,AB,Prairie Provinces
2.0,2.0,942065.0,,Single,139900 CAD,4313 53A ST ,AB,Prairie Provinces
2.0,1.0,952.0,0.14,Residential,124000 CAD,326 3 Avenue E ,AB,Prairie Provinces
2.0,1.0,1188023.0,5.13,Single,150000 CAD,170023 TWP RD 651 ,AB,Prairie Provinces
3.0,2.0,1445.0,,Single,165000 CAD,7 Keystone Place ,AB,Prairie Provinces
3.0,1.0,980.0,,Other,35000 CAD,4204 47 Street 59,AB,Prairie Provinces
3.0,2.0,2132.0,0.13,Residential,174900 CAD,5009 49A Street ,AB,Prairie Provinces
2.0,2.0,741.0,0.14,Residential,133000 CAD,4808 47 Street ,AB,Prairie Provinces
4.0,1.0,1498026.0,.167,Single,161500 CAD,52 AV 4706,AB,Prairie Provinces
3.0,2.0,1360.0,.149,Single,134900 CAD,226 2 Street ,AB,Prairie Provinces
2.0,1.0,750036.0,,Single,119900 CAD,49 ST 5235,AB,Prairie Provinces
4.0,2.0,101257.0,.141,Single,195000 CAD,5412 49 Street ,AB,Prairie Provinces
3.0,2.0,1256589.0,,Single,153000 CAD,5914 Fontaine DR ,AB,Prairie Provinces
3.0,2.0,,,Single,99900 CAD,53222 RR 272 996,AB,Prairie Provinces
3.0,1.0,1050.0,0.14,Residential,73400 CAD,215 1 Avenue E ,AB,Prairie Provinces
2.0,1.0,876943.0,,Single,100000 CAD,105 ST 10247,AB,Prairie Provinces
1.0,1.0,584485.0,.081,Single,196000 CAD,50 FIRST AV ,AB,Prairie Provinces
3.0,2.0,1720.0,0.15,Residential,199000 CAD,4810 57 Avenue ,AB,Prairie Provinces
4.0,2.0,1047983.0,,Single,184900 CAD,51 AV 5118,AB,Prairie Provinces
2.0,1.0,703.0,0.16,Residential,85000 CAD,5023 50 Avenue ,AB,Prairie Provinces
3.0,2.0,1152.0,,Single,160000 CAD,120 A Avenue 9602,AB,Prairie Provinces
4.0,1.0,99201.0,,Single,159900 CAD,49 AV 5517,AB,Prairie Provinces
2.0,2.0,970.0,0.29,Residential,125911 CAD,149 1 Avenue S ,AB,Prairie Provinces
3.0,1.0,1012.0,,Single,27900 CAD,"#73, 600 14 Street 73",AB,Prairie Provinces
2.0,1.0,1356264.0,ng>1,Single,200000 CAD,57312 RR25 406,AB,Prairie Provinces
2.0,1.0,839.0,.142,Single,83500 CAD,4836 57 Avenue ,AB,Prairie Provinces
3.0,2.0,1216.0,,Single,139900 CAD,"332, 10615 88",AB,Prairie Provinces
3.0,1.0,120105.0,,Single,29900 CAD,128 River Valley Estates ,AB,Prairie Provinces
4.0,1.0,960.0,.179,Single,179900 CAD,4909 51 Street ,AB,Prairie Provinces
3.0,2.0,1519984.0,,Single,150000 CAD,5911 Primrose RD ,AB,Prairie Provinces
2.0,1.0,988028.0,,Single,99900 CAD,5226 Victoria AV ,AB,Prairie Provinces
4.0,1.0,98317.0,0.14,Residential,194900 CAD,5205 50 Avenue ,AB,Prairie Provinces
3.0,2.0,585992.0,,Single,110000 CAD,55 AV 5103,AB,Prairie Provinces
3.0,1.0,1140.0,,Other,37500 CAD,87 Greenbrook Village ,AB,Prairie Provinces
3.0,1.0,1021.0,0.19,Single,149900 CAD,4511 50 Avenue ,AB,Prairie Provinces
3.0,2.0,1058.0,.138,Single,138500 CAD,315 4th Avenue SE ,AB,Prairie Provinces
5.0,2.0,1358.0,,Other,29900 CAD,4922 Womacks Road 7,AB,Prairie Provinces
3.0,2.0,914.0,.163,Single,155000 CAD,4329 53 Street ,AB,Prairie Provinces
3.0,2.0,1216.0,,Single,89900 CAD,"127, 10615  88 Street 127",AB,Prairie Provinces
2.0,2.0,671674.0,,Single,74900 CAD,4710 Windsor AV ,AB,Prairie Provinces
5.0,2.0,969729.0,,Single,199900 CAD,41 ST 5018,AB,Prairie Provinces
3.0,1.0,1280916.0,,Single,159000 CAD,54 ST 5115,AB,Prairie Provinces
2.0,2.0,635.0,.138,Single,89900 CAD,209 5th Avenue SE ,AB,Prairie Provinces
2.0,1.0,768.0,.161,Single,179900 CAD,4927 8 Avenue ,AB,Prairie Provinces
3.0,2.0,1513.0,,Single,124900 CAD,"163, 10615 88 Street 163",AB,Prairie Provinces
3.0,2.0,1008.0,.165,Single,180000 CAD,10901 92 Street ,AB,Prairie Provinces
3.0,1.0,952.0,,Single,39900 CAD,"340, 6220 17 Avenue SE 340",AB,Prairie Provinces
5.0,4.0,1383.0,.165,Single,149900 CAD,4218 54 Avenue ,AB,Prairie Provinces
2.0,1.0,864.0,0.14,Single,174900 CAD,5114 47th Street ,AB,Prairie Provinces
1.0,1.0,637229.0,.316,Single,189900 CAD,19 Birchwood Country Condo ,AB,Prairie Provinces
3.0,2.0,962.0,0.17,Residential,199900 CAD,5911 51 Avenue ,AB,Prairie Provinces
