Beds,Bath,Sqft,Price,Address,Province,Region
3.0,1.0,,639000.0,1518 CLOVER Street ,ON,Central Canada
3.0,2.0,,674900.0,20 BROCK ST E ,ON,Central Canada
5.0,2.0,,699999.0,48 BERNICK CRES ,ON,Central Canada
3.0,2.0,,549900.0,33 ADELAIDE Street N ,ON,Central Canada
3.0,2.0,,650000.0,312 KARN ST ,ON,Central Canada
3.0,2.0,,625000.0,18 GLEN PARK Crescent ,ON,Central Canada
4.0,2.0,,549000.0,2465 TUPPER AVENUE ,ON,Central Canada
3.0,3.0,,699900.0,401 JORDYN Drive ,ON,Central Canada
4.0,2.0,,674900.0,929 WARD Street ,ON,Central Canada
3.0,2.0,,699000.0,1773 STACKHOUSE Crescent ,ON,Central Canada
3.0,2.0,,669900.0,"46 Sanders Dr., Port Hope ",ON,Central Canada
3.0,2.0,,659900.0,464 FALCONER Street ,ON,Central Canada
1.0,1.0,,639900.0,17 Bathurst St ,ON,Central Canada
3.0,3.0,,625000.0,20 Crough St ,ON,Central Canada
3.0,3.0,,699000.0,No address available ,ON,Central Canada
3.0,2.0,,699000.0,38-1/2 Glynn Rd ,ON,Central Canada
1.0,1.0,,659000.0,30 Shore Breeze Dr ,ON,Central Canada
3.0,3.0,,699999.0,123 Dewell Cres ,ON,Central Canada
1.0,1.0,,509000.0,75 Dalhousie St ,ON,Central Canada
3.0,2.0,,699900.0,19 Playfair Rd ,ON,Central Canada
3.0,3.0,,649900.0,87 Honeyman Dr ,ON,Central Canada
3.0,3.0,,699000.0,1635 Sarasota Cres ,ON,Central Canada
3.0,3.0,,625000.0,553 Hyssop Street ,ON,Central Canada
,,,600900.0,The Dylan Condos HOT LIST - The Best Price & Value South of The 401 ,ON,Central Canada
1.0,2.0,,599900.0,3170 Erin Mills Pkwy ,ON,Central Canada
4.0,2.0,,569900.0,42 Freeland Ave ,ON,Central Canada
3.0,1.0,,624900.0,11 Beech St ,ON,Central Canada
2.0,2.0,,699900.0,4699 Glen Erin Dr ,ON,Central Canada
,1.0,,527990.0,395 Bloor St E ,ON,Central Canada
3.0,3.0,,699999.0,5 Horne Ave ,ON,Central Canada
1.0,1.0,,674900.0,982 Point Pelee Drive ,ON,Central Canada
5.0,2.0,,599900.0,3245 Sarsfield ,ON,Central Canada
3.0,3.0,,699000.0,1327 Andover Dr ,ON,Central Canada
4.0,2.0,,699900.0,"14 Kelly Street, Port Robinson ",ON,Central Canada
,,,530000.0,550 Webb Dr ,ON,Central Canada
3.0,4.0,,549900.0,19 Glenabbey Dr ,ON,Central Canada
4.0,2.0,,699900.0,404 Parkdale Avenue S ,ON,Central Canada
4.0,2.0,,569900.0,42 Freeland Ave ,ON,Central Canada
1.0,1.0,,579800.0,650 Queens Quay W ,ON,Central Canada
2.0,3.0,,699888.0,3483 Widdicombe Way ,ON,Central Canada
3.0,2.0,,525000.0,47 Fourth St ,ON,Central Canada
2.0,3.0,,599000.0,5050 Intrepid Dr- ,ON,Central Canada
3.0,2.0,,580000.0,455 Sentinel Rd ,ON,Central Canada
3.0,2.0,,649900.0,6240 Montevideo Rd ,ON,Central Canada
1.0,1.0,,658888.0,"2212 Lake Shore Blwd., Toronto, ONTARIO, Canada ",ON,Central Canada
3.0,2.0,,599900.0,225 Cabot St ,ON,Central Canada
3.0,4.0,,645000.0,18 Mcbride Ave ,ON,Central Canada
2.0,2.0,,699000.0,1019 Mulberry Lane ,ON,Central Canada
2.0,2.0,,699000.0,179 Delaney Dr ,ON,Central Canada
4.0,3.0,,699000.0,94 Whitefoot Cres ,ON,Central Canada
2.0,2.0,,649900.0,1427 Ritson Rd S ,ON,Central Canada
5.0,4.0,,699800.0,168 Springdale Cres ,ON,Central Canada
2.0,2.0,,699000.0,128 Grovewood Common Circ ,ON,Central Canada
2.0,2.0,,629000.0,8 Nahani Way ,ON,Central Canada
,,,689000.0,44 GLAMORGAN DR ,ON,Central Canada
1.0,1.0,,575000.0,250 Queens Quay W ,ON,Central Canada
3.0,1.0,,589900.0,32 Wellington St ,ON,Central Canada
4.0,2.0,,600000.0,2937 Princess ,ON,Central Canada
4.0,4.0,,699900.0,60 Clayton Cres ,ON,Central Canada
3.0,4.0,,599900.0,1384 Rennie St ,ON,Central Canada
2.0,2.0,,699999.0,91 Cedar Crest Beach Rd ,ON,Central Canada
3.0,2.0,,589900.0,70 Fenwick Ave ,ON,Central Canada
,,,694000.0,111 QUEEN MARY ST ,ON,Central Canada
2.0,2.0,,619900.0,213 Johnson Ave ,ON,Central Canada
3.0,1.0,,579900.0,2553 Solina Rd ,ON,Central Canada
3.0,2.0,,599900.0,29 Grandview Dr ,ON,Central Canada
3.0,2.0,,519900.0,6401 Glen Knolls Drive ,ON,Central Canada
3.0,1.0,,525000.0,268 Hulls Rd ,ON,Central Canada
3.0,3.0,,599900.0,105 Ted Miller Cres ,ON,Central Canada
3.0,2.0,,629000.0,34 Farmers Ave ,ON,Central Canada
3.0,3.0,,629900.0,2287 WATERCOLOURS WAY ,ON,Central Canada
4.0,3.0,,698999.0,531 Mary St N ,ON,Central Canada
1.0,1.0,,529000.0,105 The Queensway Ave ,ON,Central Canada
4.0,3.0,,699900.0,46 Daley Ave ,ON,Central Canada
3.0,3.0,,699800.0,32 Lowder Pl Whitby ,ON,Central Canada
3.0,2.0,,699800.0,10 Hapsburg Sq ,ON,Central Canada
3.0,2.0,,599888.0,798 Wolfberry Crt ,ON,Central Canada
,,,699000.0,3113 SWALE RD ,ON,Central Canada
1.0,1.0,,679000.0,20 Shore Breeze Dr ,ON,Central Canada
2.0,2.0,,649990.0,612 Pinewood St ,ON,Central Canada
1.0,1.0,,549900.0,11 Michael Power Pl ,ON,Central Canada
3.0,3.0,,699999.0,123 Dewell Cres ,ON,Central Canada
3.0,2.0,,699000.0,20 Frost Dr ,ON,Central Canada
4.0,3.0,,599000.0,4 Innisfil St Barrie ,ON,Central Canada
2.0,2.0,,649900.0,245 Dalesford Road ,ON,Central Canada
1.0,1.0,,589000.0,102 Govewood Common Cres ,ON,Central Canada
,,1100.0,519999.0,2616 Leonard St ,ON,Central Canada
3.0,1.0,,599000.0,89 Luke St ,ON,Central Canada
4.0,2.0,,615000.0,480 Linwell Rd ,ON,Central Canada
3.0,3.0,,649900.0,259 Pingwi Place ,ON,Central Canada
,,,630900.0,Untitled Condos - Insider VIP Access - Yonge/Eglinton ,ON,Central Canada
3.0,2.0,,589000.0,32 Pomeroy St ,ON,Central Canada
3.0,2.0,,649900.0,593 Ridgeway Ave ,ON,Central Canada
3.0,2.0,,684500.0,9 Gates Cres ,ON,Central Canada
3.0,4.0,,684000.0,23 Weekes Dr ,ON,Central Canada
3.0,3.0,,679999.0,115 Whitefoot Cres ,ON,Central Canada
3.0,3.0,,599000.0,10 Bassett Blvd ,ON,Central Canada
3.0,2.0,,524900.0,673 Morin ,ON,Central Canada
3.0,3.0,,679000.0,2 Oglevie Dr ,ON,Central Canada
3.0,2.0,,649000.0,51 Bramley Street South ,ON,Central Canada
3.0,2.0,,699999.0,182 Glovers Road ,ON,Central Canada
1.0,1.0,,569000.0,80 Marine Parade Dr ,ON,Central Canada
3.0,4.0,,699900.0,360 Concordia Crt ,ON,Central Canada
2.0,2.0,,599000.0,47 Harlton Cres ,ON,Central Canada
3.0,2.0,,589000.0,"32 Pomeroy St, Clarington, Ontario ",ON,Central Canada
,,,599000.0,5495 BOUNDARY RD ,ON,Central Canada
3.0,3.0,,700000.0,4 Eric Clarke Dr ,ON,Central Canada
3.0,2.0,,525900.0,70 Stuart Rd ,ON,Central Canada
3.0,3.0,,677000.0,"302 Quest Private, Ottawa ",ON,Central Canada
3.0,2.0,,589910.0,74 Mccrimmon Cres ,ON,Central Canada
2.0,2.0,,649900.0,1105 Leger Way ,ON,Central Canada
3.0,2.0,,689900.0,3 Fanshawe Dr ,ON,Central Canada
3.0,1.0,,594000.0,266 Fairground Road ,ON,Central Canada
1.0,1.0,,599000.0,50 Thomas Rilley Rd ,ON,Central Canada
3.0,2.0,,699998.0,1148 Dragonfly Ave ,ON,Central Canada
3.0,1.0,,599000.0,128 Lasalle Ave Oshawa ,ON,Central Canada
3.0,3.0,,699900.0,46 Eastfield Cres ,ON,Central Canada
3.0,1.0,,589000.0,3 1/2 Dundonald St ,ON,Central Canada
2.0,2.0,,639900.0,"708-9 Michael Power Pl, Toronto ",ON,Central Canada
3.0,3.0,,579000.0,101 HAVENHURST CR ,ON,Central Canada
2.0,2.0,,525000.0,94 Montrave Ave ,ON,Central Canada
,,,500000.0,BeauSoleil Condos ,ON,Central Canada
3.0,2.0,,699900.0,591 Luple Ave ,ON,Central Canada
3.0,3.0,,649900.0,26 Kilgannon Ave ,ON,Central Canada
3.0,2.0,,649900.0,81 Smales Dr ,ON,Central Canada
3.0,2.0,,599000.0,2445 Homelands Dr ,ON,Central Canada
3.0,3.0,,599900.0,1483 Connery Cres ,ON,Central Canada
,,,695000.0,Bayview at the Village - From Mid $400s - BAYVIEW AND SHEPPARD AVE E ,ON,Central Canada
3.0,3.0,,589999.0,304 Elgin St W ,ON,Central Canada
3.0,3.0,,689000.0,25 Glenmount Crt ,ON,Central Canada
3.0,2.0,,650000.0,1348 Sharbot St ,ON,Central Canada
3.0,3.0,,675000.0,68 Cooperage Lane ,ON,Central Canada
3.0,2.0,,585000.0,116 Millburn Dr ,ON,Central Canada
3.0,3.0,,699900.0,953 Roundelay Dr ,ON,Central Canada
3.0,4.0,,699900.0,32 Mcdonald Cres ,ON,Central Canada
3.0,3.0,,529900.0,341 Gill St Orillia ,ON,Central Canada
,1.0,,539000.0,75 St Nicholas St ,ON,Central Canada
,,,500000.0,1740 Thomas A Dolan Parkway ,ON,Central Canada
1.0,1.0,,579888.0,4055 Parkside Village Dr ,ON,Central Canada
3.0,2.0,,699900.0,705 Central Park Blvd ,ON,Central Canada
1.0,1.0,,589000.0,2480 Prince Michael Dr ,ON,Central Canada
3.0,2.0,,649999.0,1374 Sharbot St ,ON,Central Canada
3.0,2.0,,549000.0,11 Weymouth Rd ,ON,Central Canada
3.0,3.0,,679990.0,1775 Valley Farm Rd97 ,ON,Central Canada
,,,599900.0,17 KEATES Place ,ON,Central Canada
,,,549900.0,20 Abernethy Cres ,ON,Central Canada
3.0,2.0,,599000.0,15 Knights Rd ,ON,Central Canada
3.0,3.0,,599900.0,6 Depew Lane ,ON,Central Canada
1.0,1.0,,549000.0,5 Valhalla Inn Rd ,ON,Central Canada
3.0,2.0,,649900.0,240 Limerick St ,ON,Central Canada
4.0,1.0,,519900.0,4 Munroe St S ,ON,Central Canada
1.0,1.0,,599900.0,36 Park Lawn Rd ,ON,Central Canada
2.0,1.0,,589000.0,1175 MARCH RD ,ON,Central Canada
2.0,2.0,,679900.0,610 Farmstead Dr ,ON,Central Canada
2.0,2.0,,599900.0,50 Birch Point Dr ,ON,Central Canada
1.0,1.0,,695000.0,35 Bastion St ,ON,Central Canada
3.0,2.0,,649000.0,1775 Valley Farm Rd ,ON,Central Canada
3.0,3.0,,649900.0,52 Yorkville Dr ,ON,Central Canada
2.0,2.0,,579900.0,4460 Tucana Crt # ,ON,Central Canada
2.0,2.0,,629900.0,5230 Dundas St ,ON,Central Canada
3.0,4.0,,699000.0,45 Woodstone Pl ,ON,Central Canada
,,1954.0,548800.0,632 YONGE ST ,ON,Central Canada
2.0,2.0,,599000.0,681 Cosburn Ave ,ON,Central Canada
2.0,1.0,,650000.0,23 Somerville Ave ,ON,Central Canada
2.0,2.0,,549900.0,1365 Salem Rd N ,ON,Central Canada
3.0,2.0,,699000.0,65 Guthrie Cres ,ON,Central Canada
3.0,2.0,,699000.0,57 Shrewsbury Dr ,ON,Central Canada
3.0,3.0,,599900.0,107 Ashton Cres ,ON,Central Canada
3.0,3.0,,699900.0,46 Beacham Cres ,ON,Central Canada
2.0,2.0,,674900.0,220 Burnhamthorpe Rd W ,ON,Central Canada
3.0,3.0,,649900.0,236 Wabiskaw Private ,ON,Central Canada
3.0,2.0,,600000.0,185 Sydney St S ,ON,Central Canada
2.0,2.0,,675000.0,129 Station St ,ON,Central Canada
3.0,2.0,,669000.0,336 Wasaga Crt ,ON,Central Canada
4.0,3.0,,649900.0,1376 Trowbridge Dr ,ON,Central Canada
3.0,2.0,,599900.0,170 WILDWOOD Avenue ,ON,Central Canada
3.0,2.0,,539900.0,3 Somerscales Dr ,ON,Central Canada
3.0,2.0,,649900.0,427 Compton Cres ,ON,Central Canada
2.0,,978.0,679900.0,392 Beechwood Avenue ,ON,Central Canada
3.0,1.0,,599900.0,15 Pomeroy St ,ON,Central Canada
,1.0,,568800.0,87 Peter St ,ON,Central Canada
4.0,2.0,,589900.0,329 Fennell Ave E ,ON,Central Canada
5.0,3.0,,695000.0,25 Moorhead Crescent ,ON,Central Canada
2.0,2.0,,699000.0,620 Ferguson Dr ,ON,Central Canada
3.0,2.0,,549999.0,683 Hillcroft St ,ON,Central Canada
3.0,2.0,,599900.0,24 Fewster St ,ON,Central Canada
3.0,1.0,,699899.0,84 Scugog St ,ON,Central Canada
3.0,,,599900.0,"218 JERSEY TEA CIR, Ottawa K1V 2L4 ",ON,Central Canada
3.0,3.0,,699900.0,57 Kintyre St ,ON,Central Canada
4.0,2.0,,535000.0,124 Tylor Cres ,ON,Central Canada
5.0,2.0,,599900.0,61 Nassau St ,ON,Central Canada
3.0,2.0,,589900.0,3 Aldcroft Cres ,ON,Central Canada
4.0,2.0,,699000.0,617 Dundee Ave ,ON,Central Canada
2.0,2.0,,529000.0,30 Malta Ave ,ON,Central Canada
3.0,2.0,,698888.0,361 Windsor St ,ON,Central Canada
3.0,3.0,,699000.0,12 Raine Dr ,ON,Central Canada
2.0,2.0,,549999.0,610 Pondtail Crt ,ON,Central Canada
,,,500000.0,"Mississauga-ON, Condos for Sale in the Heart of Mississauga ",ON,Central Canada
3.0,2.0,,599000.0,82 Ducatel Crescent ,ON,Central Canada
4.0,,,549900.0,268 Phillip Murray Ave ,ON,Central Canada
3.0,2.0,,699999.0,182 Glovers Rd ,ON,Central Canada
1.0,1.0,,589000.0,2220 Lake Shore Blvd W ,ON,Central Canada
2.0,2.0,,599999.0,1 Orchardview Blvd ,ON,Central Canada
4.0,2.0,,649900.0,1455 Williamsport Dr ,ON,Central Canada
3.0,4.0,,699900.0,31 Salt Dr ,ON,Central Canada
3.0,2.0,,625000.0,586 Renforth Dr ,ON,Central Canada
3.0,3.0,,699999.0,47 Quarrie Lane ,ON,Central Canada
2.0,2.0,,679999.0,103 The Queensway ,ON,Central Canada
2.0,2.0,,629900.0,2 Westmeath Lane ,ON,Central Canada
3.0,3.0,,599900.0,"6 Depew Lane, Clarington, Ontario ",ON,Central Canada
3.0,3.0,,599999.0,2 Hailey Crt ,ON,Central Canada
3.0,2.0,,689900.0,1448 Valley Dr ,ON,Central Canada
3.0,3.0,,699900.0,1188 Beaver Valley Cres ,ON,Central Canada
4.0,2.0,,549000.0,3 Commerford St ,ON,Central Canada
3.0,2.0,,574900.0,12 Seacliff Drive W ,ON,Central Canada
4.0,2.0,,549000.0,497 Concession 6 A Road Lanark ON K0G 1K0 ,ON,Central Canada
3.0,2.0,,649000.0,110 Seneca Ave ,ON,Central Canada
3.0,2.0,,574900.0,32 Pidduck St Clarington Ontario ,ON,Central Canada
3.0,3.0,,699900.0,175 Eldad Dr ,ON,Central Canada
2.0,2.0,,659900.0,212 Hybrid ,ON,Central Canada
2.0,2.0,,699000.0,5100 Winston Churchill Blvd ,ON,Central Canada
2.0,2.0,,549900.0,200 Lett St ,ON,Central Canada
3.0,3.0,,629900.0,63 Cryderman Lane ,ON,Central Canada
1.0,1.0,,659000.0,90 Park Lawn Rd ,ON,Central Canada
3.0,4.0,,699900.0,97 Todhunter Cres ,ON,Central Canada
2.0,2.0,,659900.0,3985 Grand Park Dr` ,ON,Central Canada
3.0,3.0,,649900.0,630 Sugar Maple Cres ,ON,Central Canada
4.0,3.0,,649000.0,28 Frank St ,ON,Central Canada
3.0,3.0,,679900.0,30 Atlantis Dr ,ON,Central Canada
4.0,3.0,,669000.0,156 McDonald Cres. ,ON,Central Canada
3.0,2.0,,699000.0,3360 Council Ring Rd ,ON,Central Canada
3.0,3.0,,699900.0,175 Eldad Dr ,ON,Central Canada
3.0,2.0,,699000.0,87 Springdale Cres ,ON,Central Canada
4.0,3.0,,699900.0,30 Barley Mill Cres ,ON,Central Canada
3.0,1.0,,678000.0,452 County Rd 46 ,ON,Central Canada
3.0,2.0,,649000.0,843 Mahina St ,ON,Central Canada
3.0,3.0,,699000.0,78 Robertson St ,ON,Central Canada
3.0,4.0,,649900.0,5 Ambereen Pl ,ON,Central Canada
3.0,2.0,,699900.0,473 Ontario St N` ,ON,Central Canada
,,,699900.0,No address available ,ON,Central Canada
2.0,2.0,,629999.0,3058 Sixth Line ,ON,Central Canada
3.0,3.0,,649900.0,73 Dewell Cres ,ON,Central Canada
2.0,2.0,,609900.0,1110 Walden Circ ,ON,Central Canada
3.0,2.0,,700000.0,1289 Napier Cres 17 ,ON,Central Canada
3.0,3.0,,689000.0,854 Atwater Path ,ON,Central Canada
3.0,2.0,,599900.0,322 Dovedale Dr ,ON,Central Canada
3.0,2.0,,579900.0,1427 Ritson Rd S ,ON,Central Canada
4.0,2.0,,669800.0,1607 Aldersbrook Rd ,ON,Central Canada
2.0,2.0,,599900.0,1583 Ravenwood Dr ,ON,Central Canada
1.0,1.0,,669000.0,295 Adelaide St W ,ON,Central Canada
3.0,2.0,,699000.0,27 Arran Crt ,ON,Central Canada
4.0,1.0,,569900.0,1697 Harvest Crescent ,ON,Central Canada
1.0,1.0,,659000.0,15 Legion Rd ,ON,Central Canada
3.0,3.0,,689900.0,110 Carpendale Cres ,ON,Central Canada
4.0,2.0,,599000.0,2157 Old Hwy 17 ,ON,Central Canada
1.0,1.0,,525000.0,220 Forum Dr ,ON,Central Canada
2.0,2.0,,598000.0,2155 Burnhamthorpe Rd W Ph ,ON,Central Canada
4.0,4.0,,597500.0,180 Orchard Park Rd ,ON,Central Canada
4.0,2.0,,549900.0,268 Phillip Murray Ave Ave ,ON,Central Canada
3.0,2.0,,579900.0,40 Fenwick Ave ,ON,Central Canada
5.0,2.0,,574900.0,13 Mercier St ,ON,Central Canada
3.0,3.0,,569900.0,295 Mitchell Ave ,ON,Central Canada
3.0,3.0,,699999.0,26 Bliss Crt ,ON,Central Canada
3.0,1.0,,549900.0,453 Cromwell Ave ,ON,Central Canada
,,,694900.0,"24 Desnoyers Street, Casselman, ON ",ON,Central Canada
5.0,2.0,,549000.0,131 Stacey Ave Oshawa ,ON,Central Canada
3.0,2.0,,699800.0,No address available ,ON,Central Canada
3.0,2.0,,699000.0,79 Parkway Cres ,ON,Central Canada
3.0,3.0,,699900.0,9 Burnsborough St ,ON,Central Canada
3.0,1.0,,529900.0,1169 MARCH RD ,ON,Central Canada
3.0,3.0,,529900.0,230 Argile St ,ON,Central Canada
3.0,3.0,,649900.0,40 Doncaster Cres ,ON,Central Canada
1.0,1.0,,598000.0,103 The Queensway Ave ,ON,Central Canada
2.0,2.0,,588800.0,270 Verdun Rd ,ON,Central Canada
5.0,2.0,,649900.0,1340 HIGHGATE RD ,ON,Central Canada
3.0,3.0,,699900.0,2 Devondale St ,ON,Central Canada
,,,699900.0,69 Farmstead Dr ,ON,Central Canada
4.0,2.0,,699900.0,706100 25th Sdrd ,ON,Central Canada
3.0,2.0,,669900.0,122 Dolores ,ON,Central Canada
3.0,2.0,,599800.0,20 Greenore Cres ,ON,Central Canada
3.0,3.0,,699000.0,1464 Lyncroft Cres Oshawa Ontario L1K 2P4 ,ON,Central Canada
2.0,2.0,,660000.0,4675 Metcalfe Ave ,ON,Central Canada
3.0,3.0,,699000.0,115 Nancy Mccredie Dr ,ON,Central Canada
2.0,2.0,,599900.0,13 Willey Dr ,ON,Central Canada
2.0,2.0,,599900.0,3060 Rotary Way ,ON,Central Canada
,,,549000.0,210 ARMON DARIA LA ,ON,Central Canada
4.0,2.0,,529900.0,244 Athol St E ,ON,Central Canada
2.0,1.0,,699000.0,22 Laidlaw St ,ON,Central Canada
3.0,3.0,,699900.0,146 Harmer Dr ,ON,Central Canada
3.0,,,599000.0,0 Donaldson Road Ompah ON K0H 2P0 ,ON,Central Canada
3.0,4.0,,699000.0,1520 Sarasota Cres ,ON,Central Canada
2.0,3.0,,699900.0,45 Goodwin Ave ,ON,Central Canada
3.0,4.0,,699900.0,4 Latchford Way ,ON,Central Canada
,,,549900.0,4787 COUNTY RD 4 Road ,ON,Central Canada
3.0,2.0,,699900.0,377 East 28th Street ,ON,Central Canada
,,,599000.0,101 Byng Avenue ,ON,Central Canada
3.0,3.0,,690000.0,326 Cooks Mill Crescent ,ON,Central Canada
3.0,1.0,,699900.0,128 Hamilton Avenue N ,ON,Central Canada
3.0,2.0,,599900.0,1240 Highgate Road ,ON,Central Canada
4.0,2.0,,699000.0,57 Juniper Cres ,ON,Central Canada
,,1600.0,699000.0,1485 Gulleden Dr ,ON,Central Canada
,,,550000.0,11129 Timber Bay ,ON,Central Canada
3.0,2.0,,549900.0,3100 Kirwin Pl ,ON,Central Canada
4.0,3.0,,549888.0,10 Rodda Blvd ,ON,Central Canada
1.0,1.0,,549990.0,210 Victoria St ,ON,Central Canada
3.0,3.0,,668000.0,2143 Stornoway St ,ON,Central Canada
,,,610000.0,No address available ,ON,Central Canada
4.0,4.0,,699000.0,202 Andrew St ,ON,Central Canada
3.0,3.0,,699000.0,40 Beacham Cres ,ON,Central Canada
2.0,2.0,,509900.0,29 Yorkville St. ,ON,Central Canada
3.0,3.0,,649900.0,958 Roundelay Dr ,ON,Central Canada
5.0,2.0,,699900.0,301 Ottawa St ,ON,Central Canada
3.0,3.0,,699000.0,37 Linnell St ,ON,Central Canada
2.0,2.0,,588800.0,18 Fairview Cres.  ,ON,Central Canada
3.0,1.0,,650000.0,21 Stonebridge Crt ,ON,Central Canada
4.0,2.0,,699000.0,2316 Chevron Prince Path ,ON,Central Canada
,,,560000.0,"TORONTO-// DISTRICT CONDO FOR SALE ( FEW UNITS LEFT/ LOT OF INCENTIVES, POSSESSION IN 2022) ",ON,Central Canada
4.0,4.0,,649000.0,1412 Largo Cres ,ON,Central Canada
4.0,3.0,,599000.0,No address available ,ON,Central Canada
3.0,4.0,,689900.0,710 Shoal Point Rd ,ON,Central Canada
,,,699900.0,46 DUNDAS Street W ,ON,Central Canada
4.0,3.0,,599999.0,46 Waverley Rd ,ON,Central Canada
1.0,2.0,,599900.0,3170 Erin Mills Pkwy` ,ON,Central Canada
3.0,3.0,,699000.0,50 Arthur Trewin St ,ON,Central Canada
2.0,2.0,,679999.0,85 Far North Crescent ,ON,Central Canada
3.0,2.0,,549900.0,189 Gladu ,ON,Central Canada
2.0,2.0,,588800.0,358 Park Rd N ,ON,Central Canada
3.0,2.0,,549999.0,683 Hillcroft St ,ON,Central Canada
3.0,2.0,,629000.0,185 Gladu ,ON,Central Canada
,,,699900.0,200 Robert Speck Parkway ,ON,Central Canada
3.0,3.0,,699000.0,10 Odessa Cres ,ON,Central Canada
3.0,2.0,,599999.0,251 Adelaide Ave W ,ON,Central Canada
1.0,1.0,,688500.0,8 Telegram Mews ,ON,Central Canada
,,,649800.0,256 John Garland Blvd ,ON,Central Canada
3.0,3.0,,699000.0,2069 Helene Campbell Rd ,ON,Central Canada
3.0,3.0,,599900.0,332 Sweetfern Cres ,ON,Central Canada
3.0,2.0,,549900.0,587 Gibb St ,ON,Central Canada
4.0,2.0,,699000.0,18 Phair Ave ,ON,Central Canada
,,,509990.0,"NiagaraFalls ON, // Pre-construction Condo for Sale// Great Investment Opportunity ",ON,Central Canada
3.0,2.0,,699900.0,72 Homefield Sq ,ON,Central Canada
3.0,3.0,,689000.0,No address available ,ON,Central Canada
2.0,2.0,,585000.0,135 Hillcrest Ave ,ON,Central Canada
3.0,2.0,,699900.0,78 Hurley Rd ,ON,Central Canada
,,,689000.0,46 Lansing St ,ON,Central Canada
3.0,2.0,,579900.0,301 Albert St ,ON,Central Canada
5.0,5.0,,699900.0,421 Christie Lake Rd ,ON,Central Canada
3.0,3.0,,699900.0,861 Crowells St ,ON,Central Canada
4.0,3.0,,699000.0,2306 RYDER ST ,ON,Central Canada
,,,699900.0,No address available ,ON,Central Canada
4.0,2.0,,599000.0,120 Granville ,ON,Central Canada
2.0,2.0,,649000.0,2067 Lake Shore Blvd W ,ON,Central Canada
3.0,3.0,,519900.0,1938 Ashmont Street ,ON,Central Canada
4.0,2.0,,599999.0,602 Perry St ,ON,Central Canada
3.0,2.0,,650000.0,27 Foothill St ,ON,Central Canada
3.0,2.0,,599000.0,424 Leeds Crt Oshawa Ontario ,ON,Central Canada
3.0,2.0,,649000.0,"1171 Augusta Crt, Oshawa, Ontario ",ON,Central Canada
1.0,1.0,,579900.0,15 Bruyeres Mews ,ON,Central Canada
3.0,3.0,,649000.0,143 Cornish Dr ,ON,Central Canada
3.0,4.0,,575000.0,304 Widgeon Way ,ON,Central Canada
1.0,1.0,,599000.0,70 Temperance St ,ON,Central Canada
3.0,1.0,,582000.0,4900 OPEONGO ROAD ,ON,Central Canada
3.0,2.0,,599900.0,416 Woodcrest Ave ,ON,Central Canada
3.0,2.0,,599900.0,768 Hillcroft St ,ON,Central Canada
2.0,1.0,,649900.0,115 Hillcrest Ave ,ON,Central Canada
3.0,2.0,,649900.0,150 Argent St ,ON,Central Canada
3.0,3.0,,699900.0,8 Rimrock Cres ,ON,Central Canada
,,,689900.0,121 FLAT SEDGE CRESENT ,ON,Central Canada
3.0,3.0,,699900.0,55 Pallock Hill Way ,ON,Central Canada
1.0,1.0,,539000.0,17 Zorra St ` ,ON,Central Canada
,,,699000.0,253 CAYMAN ROAD ,ON,Central Canada
1.0,2.0,,689000.0,38 Elm St ,ON,Central Canada
4.0,4.0,,699000.0,4 Boylett Rd ,ON,Central Canada
3.0,1.0,,549000.0,3 Nelson Ave ,ON,Central Canada
3.0,3.0,,649900.0,630 Sugar Maple Cres ,ON,Central Canada
3.0,2.0,,599888.0,798 Wolfberry Crt ,ON,Central Canada
2.0,2.0,,699990.0,599 Speyer Circ ,ON,Central Canada
3.0,2.0,,699000.0,146 Delaney Dr ,ON,Central Canada
3.0,3.0,,699000.0,149 Carnwith Dr E ,ON,Central Canada
1.0,1.0,,599500.0,168 Sabina Dr ,ON,Central Canada
,,,500000.0,3576 Errington Ave - Chelmsford ,ON,Central Canada
3.0,2.0,,649000.0,822 Bennett Cres ,ON,Central Canada
4.0,3.0,,649000.0,2776 Taunton Rd ,ON,Central Canada
1.0,1.0,,689000.0,22 Leader Lane ,ON,Central Canada
3.0,3.0,,549900.0,51 Norice St ,ON,Central Canada
3.0,3.0,,699900.0,20 Great Gabe Cres ,ON,Central Canada
3.0,2.0,,549000.0,627 The West Mall ,ON,Central Canada
3.0,4.0,,675000.0,1822 Dalhousie Cres ,ON,Central Canada
4.0,2.0,,598997.0,203 Greenwood Ave ,ON,Central Canada
1.0,,616.0,700000.0,181 Sheppard avenue east ,ON,Central Canada
3.0,2.0,,630000.0,20 Mississauga Valley Blvd ,ON,Central Canada
3.0,1.0,,549900.0,306 Elgin Cres ,ON,Central Canada
2.0,2.0,,699900.0,335 Rathburn Rd ,ON,Central Canada
2.0,1.0,,549000.0,2891 Rio Crt ,ON,Central Canada
3.0,2.0,,699800.0,836 Finley Ave ,ON,Central Canada
3.0,4.0,,634900.0,147 Vail Meadows Cres ,ON,Central Canada
2.0,3.0,,699000.0,1097 Silk St ,ON,Central Canada
,,,625000.0,2025 MEADOWGATE Boulevard ,ON,Central Canada
3.0,3.0,,699900.0,1806 Woodgate Crt ,ON,Central Canada
3.0,4.0,,699900.0,15 Tresher Crt ,ON,Central Canada
