Beds,Bath,Sqft,Lot_Size,Type,Price,Address
2,1,1213,0.09,Residential,119900 CAD,473 8 Street SE 
3,1,720,0.14,Residential,139900 CAD,1511 13 Street N 
3,2,1416,,Other,78900 CAD,4802 54 Avenue 59
2,1,720,0.07,Residential,125000 CAD,4716 54 Street 
2,1,1040,0.17,Residential,179000 CAD,4 Mclean Crescent W 
2,1,8838,.208,Single,179000 CAD,128 Dufferin Street 
3,2,1200,0.14,Residential,160000 CAD,107 Eastbrook Way E 
4,2,1456046,,Single,174900 CAD,47 St 5329
2,1,870,0.09,Residential,99900 CAD,225 1 Avenue SE 
3,1,1038,.161,Single,84900 CAD,801 9TH AVENUE 
3,1,1368,0.17,Residential,185000 CAD,4809 52 Street 
5,1,1200,,Other,55000 CAD,58 Manor Park Crescent 
3,2,1216,,Single,59900 CAD,301 Stanley Avenue 
2,2,1101911,.174,Single,194900 CAD,52 ST 4009
2,2,942065,,Single,139900 CAD,4313 53A ST 
2,1,952,0.14,Residential,124000 CAD,326 3 Avenue E 
2,1,1188023,5.13,Single,150000 CAD,170023 TWP RD 651 
3,2,1445,,Single,165000 CAD,7 Keystone Place 
3,1,980,,Other,35000 CAD,4204 47 Street 59
3,2,2132,0.13,Residential,174900 CAD,5009 49A Street 
2,2,741,0.14,Residential,133000 CAD,4808 47 Street 
4,1,1498026,.167,Single,161500 CAD,52 AV 4706
3,2,1360,.149,Single,134900 CAD,226 2 Street 
2,1,750036,,Single,119900 CAD,49 ST 5235
4,2,101257,.141,Single,195000 CAD,5412 49 Street 
3,2,1256589,,Single,153000 CAD,5914 Fontaine DR 
3,2,,,Single,99900 CAD,53222 RR 272 996
3,1,1050,0.14,Residential,73400 CAD,215 1 Avenue E 
2,1,876943,,Single,100000 CAD,105 ST 10247
1,1,584485,.081,Single,196000 CAD,50 FIRST AV 
3,2,1720,0.15,Residential,199000 CAD,4810 57 Avenue 
4,2,1047983,,Single,184900 CAD,51 AV 5118
2,1,703,0.16,Residential,85000 CAD,5023 50 Avenue 
3,2,1152,,Single,160000 CAD,120 A Avenue 9602
4,1,99201,,Single,159900 CAD,49 AV 5517
2,2,970,0.29,Residential,125911 CAD,149 1 Avenue S 
3,1,1012,,Single,27900 CAD,"#73, 600 14 Street 73"
2,1,1356264,ng>1,Single,200000 CAD,57312 RR25 406
2,1,839,.142,Single,83500 CAD,4836 57 Avenue 
3,2,1216,,Single,139900 CAD,"332, 10615 88"
3,1,120105,,Single,29900 CAD,128 River Valley Estates 
4,1,960,.179,Single,179900 CAD,4909 51 Street 
3,2,1519984,,Single,150000 CAD,5911 Primrose RD 
2,1,988028,,Single,99900 CAD,5226 Victoria AV 
4,1,98317,0.14,Residential,194900 CAD,5205 50 Avenue 
3,2,585992,,Single,110000 CAD,55 AV 5103
3,1,1140,,Other,37500 CAD,87 Greenbrook Village 
3,1,1021,0.19,Single,149900 CAD,4511 50 Avenue 
3,2,1058,.138,Single,138500 CAD,315 4th Avenue SE 
5,2,1358,,Other,29900 CAD,4922 Womacks Road 7
3,2,914,.163,Single,155000 CAD,4329 53 Street 
3,2,1216,,Single,89900 CAD,"127, 10615  88 Street 127"
2,2,671674,,Single,74900 CAD,4710 Windsor AV 
5,2,969729,,Single,199900 CAD,41 ST 5018
3,1,1280916,,Single,159000 CAD,54 ST 5115
2,2,635,.138,Single,89900 CAD,209 5th Avenue SE 
2,1,768,.161,Single,179900 CAD,4927 8 Avenue 
3,2,1513,,Single,124900 CAD,"163, 10615 88 Street 163"
3,2,1008,.165,Single,180000 CAD,10901 92 Street 
3,1,952,,Single,39900 CAD,"340, 6220 17 Avenue SE 340"
5,4,1383,.165,Single,149900 CAD,4218 54 Avenue 
2,1,864,0.14,Single,174900 CAD,5114 47th Street 
1,1,637229,.316,Single,189900 CAD,19 Birchwood Country Condo 
3,2,962,0.17,Residential,199900 CAD,5911 51 Avenue 
2,1,732,0.13,Residential,179000 CAD,4203 50 Avenue 
2,1,959934,0.42,Single,165000 CAD,18 Birchwood Country Condo 
3,1,932,.138,Single,114000 CAD,#216 2nd Avenue  SW 
2,1,853,,Single,48500 CAD,"39, 6026 13 Avenue 39"
2,1,850,.172,Single,139900 CAD,945 4 Street SE 
2,1,723233,.171,Single,195000 CAD,5325 45 STREET 
2,1,67092,,Single,112000 CAD,107 ST 10235
2,1,1267,,Single,72900 CAD,"75, 55011 TWP RD 714 75"
2,2,751,0.15,Residential,197500 CAD,66 9 Street SE 
3,2,10816,,Single,99900 CAD,"13, 900 Ross Street 13"
2,1,764244,,Single,79900 CAD,49 AV 4908
3,1,1226235,.091,Single,189900 CAD,11527 84 ST NW 
4,2,1177,0.28,Residential,195000 CAD,205 Sanden Street 
5,2,1050,.152,Single,185000 CAD,5711 51st Street 
3,1,910,,Other,39900 CAD,4802 54 Avenue 75
2,1,834963,ng>1,Single,80000 CAD,59230 RR 193B
2,1,1171661,,Single,39900 CAD,35 Rim Road RD NW 
2,1,792015,,Single,160000 CAD,56 AV 4905
2,1,1058,.098,Single,144900 CAD,5016 47th Street 
3,1,960,0.26,Residential,114900 CAD,5248 53 Avenue 
