Beds,Bath,Sqft,Lot_Size,Type,Price,Address
3,3,,,Residential,1999000 CAD,39 Avon Park Dr 
4,4,,,Residential,1699900 CAD,Andy Cres Vaughan Ontario 
6,5,,ng>5,Residential,1899000 CAD,1110 Huntmar Drive 
4,4,,,Residential,1400000 CAD,Mayfield Rd & Bramalea Rd 
4,4,,,Residential,1498000 CAD,343 Baker Hill Blvd 
,,,,Residential,2000000 CAD,"5500 OLD MILL WAY, Ottawa "
4,3,,,Single,1500000 CAD,585204 COUNTY ROAD 17 RD 
3,3,,12.5,Residential,1599000 CAD,346 PICKEREL BAY ROAD 
5,5,,,Residential,1750900 CAD,Waterleaf Rd Markham Ontario L6B0Z3 
,,,,Residential,1800000 CAD,162086 A Line 
4,3,3206,,Residential,1349000 CAD,201 Dorchester Drive 
4,4,,,Residential,1299900 CAD,18 Whitlock Cres 
5,4,,,Residential,1799900 CAD,"Sixth Line & Bowbeer Road, Oakville "
4,3,,,Residential,1299000 CAD,Koenig Rd N Burlington Ontario L7M0Z8 
,,,,Residential,1388800 CAD,746 ROLLING RIVER CRES 
5,2,,,Single,1450000 CAD,825498 MELANC/NOTT TOWNLINE LINE 
6,5,,,Single,1450000 CAD,324 CENTERRA COURT 
5,4,3930,,Residential,1299880 CAD,771 FIDDLEHEAD STREET 
,,,,Residential,1589000 CAD,"14th Ave & Markham Rd, Markham "
6,5,4446,1.22,Residential,1999999 CAD,586 Old Tecumseh 
8,3,2905,>1.1,Residential,1500000 CAD,264 ERIE Avenue 
3,2,1630,,Residential,1849000 CAD,22 Trillium Avenue 
4,6,2500,,Residential,1278000 CAD,4134 Highway 7 Lot 43 
4,3,,,Residential,1495000 CAD,98 Lemsford Dr 
5,1,2444,,Residential,1525000 CAD,240 DUBLIN Street N 
,,,,Residential,1449000 CAD,256 BESSERER ST 
6,3,2525,0.93,Residential,1300000 CAD,4 COLLIE Court 
,,,,Residential,1349000 CAD,"Eagles Rest Estates - Oro-Medonte Line 2, and Bass Lake Side Rd W "
5,7,,,Residential,1988000 CAD,9 Mario Ave 
4,3,4532,0.21,Residential,1488000 CAD,109 WELLINGTON Street N 
4,3,2818,,Residential,1598800 CAD,497 St.  John's Road 
5,3,3629,,Residential,1945500 CAD,221 FIELD SPARROW Crescent 
4,4,,,Residential,1688000 CAD,517 Kirkham Dr 
4,5,,,Residential,1688000 CAD,15 Sparta Crt 
4,3,,,Residential,1299900 CAD,706 Cornell Rouge Blvd 
,,,,Residential,1499999 CAD,Stowmarket St 
4,6,,,Residential,1788000 CAD,1598 Oakburn St 
3,3,1740,,Residential,1399900 CAD,3408 River Trail 
4,4,,,Residential,1399900 CAD,131 LAKE TRAIL RD 
4,3,,,Residential,1588000 CAD,6 Byron St 
3,2,3000,2.45,Residential,1269000 CAD,7 Woodland Place 
3,2,,,Farm,1279900 CAD,4472 NORTH Street 
4,5,,,Residential,1448000 CAD,19 CAMPFIELD CRT 
3,2,1149,,Residential,1499000 CAD,21 BETHEL Road 
3,3,2931,,Residential,1300000 CAD,71 REGENCY Drive 
10,6,5880,,Residential,1599900 CAD,87 Brybeck Crescent  
8,5,3044,,Residential,1799900 CAD,239 THE LIONS Gate 
4,3,,,Residential,1288000 CAD,87 James Parrott Ave 
4,4,,,Residential,1538000 CAD,2 Meyer Circ 
5,5,3641,,Residential,1800000 CAD,640 COLQUHOUN Street 
5,4,2290,,Residential,1599900 CAD,3 Jerseyville Road W 
4,3,2062,0.83,Residential,1699000 CAD,9720 WELLINGTON ROAD 22 
3,2,,,Single,1795000 CAD,62 WASAGA SANDS Drive 
4,3,,,Residential,1600000 CAD,3130 Lindenlea Dr 
4,3,,,Single,1395000 CAD,196 KINGSHILL RD 
5,4,,,Single,1797777 CAD,3231 CRESCENT BAY Road 
4,4,2922,,Residential,1824000 CAD,4680 Cortina Road 
4,2,,.811,Single,1495000 CAD,214 CRANE LAKE WATER Island 
5,5,,,Single,1479900 CAD,222 EIGHTH AVE 
6,4,,,Residential,1529000 CAD,112 Trafalgar Sq 
6,6,,,Single,1788000 CAD,1598 OAKBURN ST 
3,3,2424,,Residential,1250000 CAD,1228 Bonin Cres 
4,2,,,Single,1298900 CAD,9 NORDIN AVE 
4,2,,,Single,1298000 CAD,38 RANEE AVE 
5,5,,,Single,1658000 CAD,21 LEARY CRES 
3,2,,,Single,1299000 CAD,393 QUEBEC AVE 
3,4,,,Residential,1499000 CAD,229 Rothbury Rd 
5,4,,,Single,1989900 CAD,4802 MASSEY LANE 
2,3,,>6.8,Single,1795000 CAD,49 GLENN BURNEY Road Unit 12
4,5,,,Single,1717777 CAD,1418 REDWING Court 
3,3,,,Single,1595000 CAD,94 LATIMER AVE 
5,4,,,Single,1420000 CAD,34 EASTGROVE SQ 
6,5,,,Single,1699900 CAD,35 SILVERTHORN COURT 
2,3,,>6.8,Single,1795000 CAD,49 GLENN BURNEY Road Unit 11
4,4,2975,,Residential,1399900 CAD,8 Delrosa Way 
5,4,,,Single,1298000 CAD,3129 ABERNATHY WAY 
4,3,,g>54,Single,1399000 CAD,127 BELLAMY ROAD 
6,4,,,Single,1488000 CAD,34-36 ST FRANCIS STREET 
4,2,,,Single,1319900 CAD,349 BLOOMFIELD MAIN ST 
4,2,,,Residential,1499900 CAD,77 Robert St 
3,2,,,Single,1399900 CAD,103 RINGWOOD  RD 
6,6,,,Single,1598000 CAD,254 WELDRICK RD W 
4,3,,,Single,1588800 CAD,17 ROSEMEADE AVE 
3,4,,,Residential,1499000 CAD,40 Frances Ave 
4,4,,,Residential,1275000 CAD,3021 Keynes Cres 
4,3,,,Single,1899000 CAD,318 DREWRY AVE 
4,4,,,Single,1499000 CAD,24 FAWN Crescent 
7,5,,,Residential,1588800 CAD,461 16th Ave 
4,4,,,Single,1824000 CAD,4680 CORTINA RD 
5,4,,,Single,1998000 CAD,64 ELSFIELD RD 
5,4,,,Single,1288000 CAD,114 TIMBERBANK BLVD 
4,4,,,Single,1799888 CAD,110 WILSON AVE 
2,3,,>6.8,Single,1795000 CAD,49 GLENN BURNEY Road Unit 5
5,3,,,Single,1295000 CAD,231 DERRYDOWN RD 
2,2,,.332,Single,1999000 CAD,124 Highway 2216
2,3,,,Single,1695000 CAD,49 GLENN BURNEY Road Unit 2
5,4,,,Single,1848000 CAD,67 MOREAU TR 
4,4,,,Single,1385000 CAD,140 CASTLEHILL RD 
4,3,,,Residential,1399000 CAD,4503 Heathgate Cres 
4,3,,,Single,1399000 CAD,146 OSLER ST 
4,2,2969,,Residential,1600000 CAD,127 Petgor Path 
4,2,,,Single,1725000 CAD,1199 INDIAN RD 
3,2,,,Single,1400000 CAD,1235 WHITTINGTON RD 
4,5,,,Residential,1399900 CAD,35 Lyncroft Dr 
5,4,,,Single,1880000 CAD,22 THE BRIDLE TR 
2,3,,>6.8,Single,1795000 CAD,49 GLENN BURNEY Road Unit 8
3,3,,,Residential,1395000 CAD,427 Butler St 
4,4,,1.54,Single,1499000 CAD,41 ALMEARA Drive 
3,2,,.503,Single,1500000 CAD,3069 COUNTY ROAD 10 
