Beds,Bath,Sqft,Lot_Size,Type,Price,Address,Province,Region
4.0,3.0,2038.0,0.14,Residential,688800 CAD,158 Country Aire Dr ,BC,West Coast
6.0,4.0,3570.0,0.16,Single,514999 CAD,3865 SHANE PLACE ,BC,West Coast
5.0,3.0,2592.0,.988,Single,429900 CAD,5300 GRAVES ROAD ,BC,West Coast
1.0,1.0,686.0,,Residential,450000 CAD,159-654 Cook Road ,BC,West Coast
4.0,2.0,2021.0,.175,Single,379000 CAD,4341 GRANITE AVENUE ,BC,West Coast
3.0,2.0,2260.0,ng>1,Single,499900 CAD,3186 E AUSTIN ROAD ,BC,West Coast
3.0,2.0,1545.0,0.16,Residential,700000 CAD,2664 Jasmine Pt ,BC,West Coast
3.0,3.0,,0.12,Single,429500 CAD,3841 WOODLAND DRIVE ,BC,West Coast
3.0,2.0,1310.0,0.09,Single,389900 CAD,"612 Nighthawk Avenue, ",BC,West Coast
3.0,1.0,1081.0,.143,Single,284900 CAD,50 STIKINE STREET ,BC,West Coast
3.0,3.0,2031.0,.244,Single,574900 CAD,891 SENECA PLACE ,BC,West Coast
2.0,2.0,1281.0,,Residential,550000 CAD,1694 CEDAR HILL CROSS ROAD ,BC,West Coast
6.0,2.0,2598.0,.182,Single,549000 CAD,1552 GARDEN STREET ,BC,West Coast
2.0,1.0,124381.0,0.13,Single,499000 CAD,2088 6th St E ,BC,West Coast
3.0,2.0,1656.0,0.09,Single,599900 CAD,900 STAGECOACH DRIVE 2,BC,West Coast
2.0,1.0,820.0,0.94,Single,219900 CAD,3027 NAZKO ROAD ,BC,West Coast
3.0,4.0,2201.0,.113,Single,585000 CAD,6664 WESTMOUNT DRIVE 105,BC,West Coast
4.0,2.0,2336.0,.166,Single,429900 CAD,271 CLARK CRESCENT ,BC,West Coast
3.0,1.0,,0.68,Single,239900 CAD,951 SWANSEA ROAD ,BC,West Coast
5.0,3.0,2347.0,0.17,Single,690000 CAD,"1951 36 Street, NE ",BC,West Coast
3.0,1.0,1073.0,0.13,Single,538800 CAD,2505 Soderholm Crt ,BC,West Coast
3.0,3.0,1738.0,0.07,Single,699900 CAD,3325 Blueberry Lane ,BC,West Coast
3.0,2.0,990.0,0.58,Residential,339900 CAD,3102 Holbrook Rd ,BC,West Coast
3.0,1.0,1165.0,.158,Single,580000 CAD,2141 Arnason Rd ,BC,West Coast
,,,3.35,Residential,149000 CAD,Lot 10 Essen Road ,BC,West Coast
,,,g>10,Residential,649900 CAD,Lot 28 Mountview Road ,BC,West Coast
3.0,3.0,1607.0,0.05,Residential,514900 CAD,2648 Tranquille Road ,BC,West Coast
3.0,1.0,1934.0,,Residential,699000 CAD,46674 FIRST AVENUE ,BC,West Coast
3.0,2.0,1401.0,0.16,Residential,649900 CAD,1056 Mt Begbie Drive ,BC,West Coast
2.0,2.0,2068.0,.179,Residential,387500 CAD,1356 8th Ave ,BC,West Coast
3.0,2.0,2496.0,1.75,Residential,499900 CAD,2405 Lloyd Road ,BC,West Coast
3.0,2.0,2312.0,1.25,Residential,599999 CAD,1383 Vella Road ,BC,West Coast
5.0,2.0,3142.0,0.23,Residential,469000 CAD,1118 Harold Street ,BC,West Coast
3.0,1.0,1700.0,0.12,Residential,449900 CAD,2515 Edgemount Ave ,BC,West Coast
2.0,1.0,9900.0,>320,Residential,625000 CAD,8985 Crescent Spur Road ,BC,West Coast
3.0,2.0,1206.0,0.52,Residential,239000 CAD,1491 Airport Road ,BC,West Coast
,,,8.19,Residential,699000 CAD,Lot 3-16521 Crawford Creek Road ,BC,West Coast
1.0,2.0,2600.0,0.12,Residential,199000 CAD,5870 33 Highway ,BC,West Coast
4.0,2.0,1685.0,,Residential,610000 CAD,3410 Old Okanagan Highway ,BC,West Coast
1.0,1.0,513.0,,Residential,569000 CAD,438 Seymour St ,BC,West Coast
4.0,2.0,2480.0,>7.3,Residential,629000 CAD,3540 Kettle Valley Road E ,BC,West Coast
3.0,2.0,1764.0,>0.3,Residential,369000 CAD,1714 Frontage road ,BC,West Coast
2.0,1.0,1342.0,>6.2,Residential,489900 CAD,9781 Meadow Road ,BC,West Coast
,,,,Residential,449000 CAD,3301 Centennial DR ,BC,West Coast
2.0,1.0,1421.0,,Residential,469000 CAD,4926 Timber Ridge Road ,BC,West Coast
,,,>1.1,Residential,199000 CAD,Lot 5 Wilderness Ridge ,BC,West Coast
,,,0.15,Residential,310000 CAD,300 Monkshood Lane ,BC,West Coast
2.0,2.0,1460.0,,Residential,450000 CAD,544 Red Wing Drive ,BC,West Coast
4.0,3.0,2135.0,,Residential,599900 CAD,2236 Mallory Dr ,BC,West Coast
