Beds,Bath,Sqft,Lot_Size,Type,Price,Address
4,2,1080,0.14,Residential,334000 CAD,37 Munro Crescent 
2,2,965,.159,Single,369900 CAD,306 Royal Avenue NW 
4,3,1140553,.131,Single,369000 CAD,76 DUNLUCE RD NW 
4,2,10741,.134,Single,374900 CAD,306 Robert Street SW 
4,3,1087056,.157,Single,399900 CAD,6708 94A AV NW 
4,2,798689,.126,Single,319800 CAD,8329 166 ST NW 
4,2,1078,.138,Single,379900 CAD,7507 34 Avenue NW 
4,3,2647,.285,Single,335000 CAD,242 6A STREET 
3,3,1657548,.142,Single,350000 CAD,46 ST 5207
4,2,1173061,.109,Single,369800 CAD,77 HAWTHORNE CR 
4,2,1302229,.165,Single,399900 CAD,9040 56 ST NW 
3,2,1027,0.23,Residential,329000 CAD,5724 55 Avenue 
6,3,1353896,.152,Single,395000 CAD,11411 160 AV NW 
4,2,107483,.058,Single,324500 CAD,154 Martinbrook Road NE 
5,3,129382,.151,Single,379900 CAD,60 A AvenueCrescent 4313
3,2,1114,.142,Single,327500 CAD,9701 91 Street 
4,2,1092008,.138,Single,350000 CAD,1 BURLINGTON AV 
3,3,1207721,.131,Single,337900 CAD,6343 13 AV NW 
3,2,1112998,.162,Single,356400 CAD,15707 123 ST NW NW 
5,2,1048952,.128,Single,380000 CAD,10403 54 AV NW 
4,3,1183502,.122,Single,315000 CAD,4415 36A ST NW 
3,3,1545172,.087,Single,369900 CAD,356 CHAPPELLE DR SW 
5,2,1088779,.163,Single,314900 CAD,8 SEYMORE CR 
4,3,1923527,.147,Single,399900 CAD,3104 67a ST NW 
4,2,1183825,.192,Single,389900 CAD,5908 101 AV NW 
3,2,1111,.073,Single,314900 CAD,345 Falshire Drive NE 
5,2,1155946,.123,Single,375000 CAD,10621 62 AV NW 
4,2,1090,0.13,Residential,306900 CAD,46 Dunlop Street 
7,2,148005,.092,Single,349300 CAD,9347 105 AV NW 
3,3,10442,.136,Single,339900 CAD,1807 62 Street NE 
4,3,1237,0.12,Residential,389900 CAD,125 Lampard Crescent 
3,3,1227096,,Single,339950 CAD,541 Glenridding Ravine DR SW 
3,2,1245395,.169,Single,317900 CAD,46 AV 4707
1,1,6477,.075,Single,379999 CAD,2508 16 Street SE 
4,3,1348406,,Single,399900 CAD,85 ARBOR CR 
4,3,1105,0.23,Residential,329900 CAD,3429 55 Avenue 
5,4,1854,0.18,Residential,399900 CAD,4204 68 Street 
4,2,2292,0.24,Residential,347700 CAD,5712 51 Avenue 
4,2,969944,.107,Single,389900 CAD,27 CHRISTINA WY 
4,3,1157453,,Single,369900 CAD,1 Allen PL 
4,2,1119348,.098,Single,369000 CAD,4 LAWSON BV 
4,3,1206,.193,Single,334900 CAD,3802 56B Avenue 
5,3,1066,.101,Single,344900 CAD,9608 124 Avenue 
4,3,1310,.112,Single,359900 CAD,154 Pinnacle Way 
4,4,1402,.098,Single,399900 CAD,101 Somerset Street SE 
3,3,139821,.029,Single,379900 CAD,52 Canoe Square SW 
3,1,1040233,.146,Single,309900 CAD,9120 129B AV NW 
4,3,1260,>0.1,Single,345000 CAD,135 Whispering Way 
3,2,934,.115,Single,339900 CAD,47 Falworth Place NE 
4,2,1190929,,Single,309900 CAD,12832 95A ST NW 
4,2,101032,.087,Single,310000 CAD,23 Emberdale  Way 
4,2,1199648,,Single,339900 CAD,24 Huron DR 
3,2,982,0.34,Residential,378500 CAD,7 West Land Acres 
4,3,1052,.125,Single,339900 CAD,2833 15 Avenue S 
3,1,999976,.166,Single,310000 CAD,16310 96A AV NW 
5,4,1251,.172,Single,339900 CAD,3009 47 Avenue 
4,3,1398,.111,Single,369900 CAD,8722 Willow Drive 
4,2,1057886,,Single,339000 CAD,11045 152 ST NW 
4,2,1046907,.159,Single,349702 CAD,9146 152 ST NW 
4,3,1424,.075,Single,396900 CAD,12 Bridlecrest Street SW 
4,3,1238,.085,Single,349900 CAD,517 Mary Cameron Crescent N 
7,2,1704587,1.36,Single,398880 CAD,54428 Range Road 40 
4,2,944864,.138,Single,398888 CAD,7659 89 AV NW 
4,3,1694,.093,Single,399900 CAD,55 Tararidge Place NE 
3,2,1392,0.15,Residential,379900 CAD,1015 Fern Crescent S 
4,3,1227,0.15,Single,344900 CAD,10151 115 Avenue 
4,2,1065636,,Single,334800 CAD,5908 162B AV NW 
5,4,2126321,.144,Single,399900 CAD,712 Lee Ridge RD NW 
5,3,1176,.117,Single,315000 CAD,9601 69 Ave 
4,3,1244,.078,Single,389900 CAD,62 Saddlemont Close NE 
1,2,789,.064,Single,373900 CAD,1040 19 Avenue SE 
4,3,1242,.077,Single,319900 CAD,48 Whitworth Way NE 
5,3,1140,>0.1,Residential,327500 CAD,192 Cedar Square 
4,3,1460,.125,Single,379900 CAD,115 Gardiner Place 
4,4,1457,>0.1,Single,339900 CAD,103 DOHERTY Close 
3,3,1529995,,Single,395000 CAD,7094 Cardinal Way SW 
5,3,1184,>0.1,Residential,355000 CAD,124 Valley Crescent 
4,3,1144213,.144,Single,347000 CAD,33 AV 3811
4,2,110996,.092,Single,359900 CAD,3307 39 Street SE 
4,2,174283,.126,Single,399900 CAD,308 Cedarbrae Crescent SW 
3,3,1413,.096,Single,379900 CAD,883 Coalbrook Close W 
3,2,241588,0.23,Single,395000 CAD,9737 77 Avenue 
4,2,869,.013,Single,370000 CAD,35 Penmeadows Place SE 
4,3,1152,.111,Single,399900 CAD,99 Cambridge Glen Drive 
5,4,1688,0.09,Residential,329000 CAD,20 Lucky Place 
4,4,1385973,,Single,382000 CAD,11844 8 AV NW 
3,2,1107,0.09,Residential,315000 CAD,132 Duckering Close 
2,2,913541,,Single,365000 CAD,12237 102 ST NW NW 
4,2,954013,.166,Single,379900 CAD,49 GILLIAN CR 
3,2,1000,.123,Single,309000 CAD,97 A Street 12413
4,2,91064,.101,Single,319900 CAD,235 Falwood Way NE 
5,3,14982,.106,Single,377000 CAD,31 Rivergreen Road 
4,4,133226,.077,Single,334900 CAD,83 BIRCHMONT DR 
3,2,1036,.176,Single,355000 CAD,228 Foritana Road SE 
4,3,110116,.117,Single,349900 CAD,812 Abbeydale Drive NE 
4,2,1160036,.138,Single,350000 CAD,8411 54 ST NW 
5,3,909,.104,Single,310000 CAD,3050 30A Street SE 
5,3,1552061,.165,Single,319000 CAD,15203 69 ST NW 
4,2,1262,.295,Single,335000 CAD,3928 51 StreetClose 
4,2,1694,.126,Single,350000 CAD,276 Maple Grove Crescent 
4,3,1129,0.13,Residential,304900 CAD,183 Duston Street 
4,2,1195988,,Single,305000 CAD,62 AV 4615
3,2,969,0.13,Residential,317900 CAD,30 Chow Avenue SE 
4,3,1116012,.164,Single,385000 CAD,18403 80 AV NW 
3,3,1184,.115,Single,399800 CAD,6803 Temple Drive NE 
5,3,1340118,,Single,344900 CAD,39 ST 4111
4,2,1039,.144,Single,364900 CAD,174 Seven Persons Drive SW 
3,1,1012,2.73,Residential,305000 CAD,44205 Range Road 122 
4,4,2117,.028,Single,399999 CAD,512 Gib Bell Close 
4,2,1060,.124,Single,319000 CAD,9422 92C Street 
3,3,129717,.123,Single,349900 CAD,175 LILAC LN 
4,2,1262,>0.3,Residential,335000 CAD,3928 51 Street Close 
4,3,1106,>0.1,Single,305000 CAD,150 Peigan Court W 
2,2,1407931,>1.5,Single,344900 CAD,52318 RGE RD 25 21
3,3,1373379,.076,Single,380000 CAD,3024 TRELLE CR NW 
3,1,114206,.152,Single,349900 CAD,16608 93 AV NW 
3,3,1666267,,Single,369900 CAD,314 BALSAM LI 
3,2,1143998,.124,Single,334900 CAD,1331 39 ST NW 
3,3,1249485,.135,Single,349900 CAD,7603 149A AV NW 
3,2,1212,.132,Single,379900 CAD,76 Falshire Close NE 
3,3,1387049,.087,Single,349900 CAD,358 Southfork DR 
5,2,1077,.086,Single,399900 CAD,403 Country Hills Drive NW 
4,3,1144,0.18,Residential,362000 CAD,51 Kemp Avenue 
4,2,972,0.09,Residential,319900 CAD,758 Blackfoot Terrace W 
4,1,1600,.152,Single,345900 CAD,9112 96 Avenue 
3,2,1027,.138,Single,340000 CAD,2618 46 Street SE 
5,2,2058,>8.8,Single,379900 CAD,75051 TWP Rd 452 
