Beds,Bath,Sqft,Lot_Size,Type,Price,Address
3,1,"1,848",ng>8,Residential,"$299,000 CAD","351 Peter Dugas Road, Meteghan "
3,1,"1,211",>1.4,Residential,"$259,000 CAD",Lot A 19194 Highway 7 Lot A
2,1,593,NaN,Residential,"$99,000 CAD",2315 Port Latour Road 
2,1,672,ng>3,Residential,"$330,000 CAD",0 0 Cole Harbour Village Road 
3,1,"1,150",NaN,Residential,"$175,000 CAD",1514 Eastern Shore Road 
6,1,"2,600",g>14,Residential,"$495,000 CAD",3456 Highway 1 
NaN,NaN,NaN,NaN,Residential,"$255,000 CAD","197 CJA Road, Concession "
3,2,"1,500",NaN,Single,"$219,900 CAD",11 HENDERSON RIDGE Road 
3,1,"2,000",NaN,Single,"$259,900 CAD",4546 Hwy#252|Hillsborough 
3,1,"1,250",NaN,Single,"$164,900 CAD",701 Little Harbour Road 
4,4,"2,204",NaN,Single,"$495,900 CAD",A 588 HERRING COVE Road 
3,3,"1,565",NaN,Single,"$419,900 CAD",4 Grosvenor Road 
4,2,"2,700",NaN,Single,"$395,000 CAD",696 Point Aconi Road 
4,5,"4,453",NaN,Residential,"$1,695,000 CAD",324 Lincoln Street 
3,3,"2,514",NaN,Single,"$724,900 CAD",1091 Tower Road 
3,3,"2,090",NaN,Single,"$345,000 CAD",49A Portland Estates Boulevard 
3,3,"2,547",NaN,Single,"$434,000 CAD",217 Highway 9461
3,2,"2,000",NaN,Single,"$589,000 CAD",674 Kingsburg Road 
3,2,"1,150",NaN,Single,"$440,000 CAD",315 Brookside Drive 
3,2,"1,700",NaN,Single,"$309,900 CAD",60 LaPierre Crescent 
4,2,"1,344",NaN,Single,"$289,000 CAD",4A 23 Grant Lake Road 
3,3,"1,762",NaN,Single,"$195,000 CAD",90 Stanley Street 
2,1,"1,395",NaN,Single,"$324,800 CAD",1595 West Tatamagouche Road 
3,3,"3,203",NaN,Single,"$739,900 CAD",318 Naugler Road 
5,1,"1,718",NaN,Single,"$249,900 CAD",3330 Prospect Road 
2,1,"1,000",NaN,Single,"$59,900 CAD",1803 Sonora Road 
2,3,"1,402",NaN,single,"$274,900 CAD",30 Evergreen Acres Road 
3,1,790,NaN,Single,"$129,900 CAD",468 Old Church Road 
3,3,"1,280",NaN,Single,"$279,900 CAD",97 Atikian Drive 
